name,url,locations,markets,investment_count,investment_amount,angelLlist_url,twitter_url,email_addresses,mobile_numbers
7 Gate Ventures,https://7gate.vc/,,,,[],[]
7percent Ventures,http://www.7percent.vc,"207 Regent Street, London, United Kingdom","USA,Albania,Andorra,Austria,Belarus,Belgium,Bosnia-H,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Finland,France,Georgia,Germany,Greece,Holy See,Hungary,Iceland,Ireland,Italy,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Moldova,Monaco,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,San Marino,Serbia,Slovakia,Slovenia,Spain,Sweden,Switzerland,UK,Ukraine",VC,['abgault@hotmail.com'],[]
7wire Ventures,https://www.7wireventures.com/,,,VC,['nacatania@gmail.com'],[]
8-Bit Capital,https://8bitcapital.com/,,,VC,['professorzest@gmail.com'],[]
8VC,https://8vc.com,"Pier 5, Suite 101 San Francisco, CA 94111","USA,Israel,Canada",VC,[],"['0001493152', '0001493152', '0001213900', '0001213900']"
9Mile Labs,https://www.9milelabs.com/,,,,[],[]
10Branch,http://www.10branch.com,"Portland, Oregon, United States",USA,Family office,[],[]
10K Ventures,https://www.10kventures.co/,"Berlin, Germany","Mexico,Brazil,Spain,Germany,Nigeria,Pakistan,Bangladesh,Singapore,Indonesia",Angel network,[],"['0001262463', '0001262463']"
11.2 Capital,http://www.112capital.com/about.html,USA,"USA,Canada",VC,[],[]
13 Ventures,https://13.ventures/,USA,USA,VC,['roudoleg@yahoo.com'],[]
14W,http://www.14w.com/,,,VC,"['zazamakharadze@gmail.com', 'zazamakharadze@gmail.com']",[]
21M Capital,https://21mcapital.com/,,,VC,[],"['0001214659', '0001214659', '0001607062', '0001607062', '1657815647']"
27V (Twenty Seven Ventures),https://twentyseven.ventures/,"Cayman Islands, KY","USA,Canada,UK,Hong Kong,Taiwan,New Zealand",VC,[],[]
39 North Capital,http://www.39northcapital.com/,"New York, New York, United States",USA,Family office,['y@yahoo.com'],[]
42K Investimentos,http://www.42kinvest.com.br,"Florianópolis, Santa Catarina, Brazil",Brazil,Corporate VC,"['lua.gas1@hotmail.com', 'esclarececompel@gmail.com']",[]
50 Partners Capital,http://www.50partners.fr/,"62 rue Jean Jacques Rousseau, 75001 Paris",France,Angel network,['kari.sharp@gmail.com'],[]
83North,https://www.83north.com/,UK,"Israel,UK",VC,[],[]
122 West Ventures,https://122west.vc/,,,VC,"['bluemtnco@gmail.com', 'antonioleon1979@icloud.com']",[]
137 Ventures,http://137ventures.com,,,VC,"['nicholasfiore@gmail.com', 'zuzackm@yahoo.com', 'zuzackm@yahoo.com']",[]
208 Seed Ventures,https://www.208seedventures.com/,,,Angel network,['iosh.clayton@apextechventures.com'],[]
212,https://212.vc/,"Uvez Sokak, No:5, Arnavutkoy, Besiktas, Istanbul 34345, TR","Turkey,Romania,Albania,Azerbaijan,Bosnia-H,Bulgaria,Czech Republic,Lithuania,Serbia,Uzbekistan,UAE,Ukraine,Turkmenistan,Poland,Qatar,Hungary",VC,"['tpmaintenance02@hotmail.com', 'wintergreenservices@gmail.com', 'georgezelma@gmail.com', 'zeman@brooklynattorney.nyc', 'carolzusa@yahoo.com', 'MMFirstAvenue@gmail.com', '49@yahoo.com', '91@gmail.com']",[]
212Founders,https://www.212founders.ma/,"179 Angle des Boulevards de Londres et de la Résistance, Casablanca 20250, Morocco",Morocco,"Incubator, Accelerator",[],[]
360 Capital,https://www.360cap.vc/,"13 Avenue de l’Opéra, 75001 Paris","France,Italy,Spain,UK,Germany,Portugal,Netherlands,Switzerland,Israel",VC,"['daniel.aldrich@gmail.com', 'garth_jeffery@yahoo.com', '49@yahoo.com', '91@gmail.com']",['1096054075']
365.fintech,https://www.365fintech.vc/,"Dvořákovo nábrežie 4, 811 02, Bratislava, Slovakia ","Slovakia,Czech Republic,Hungary,Poland,Estonia,Latvia,Lithuania,UK,Germany,Belgium,Netherlands,Austria",VC,[],['1695105260']
415 Capital,http://415capital.com/,,UK,VC,"['nathanielsf@yahoo.com', 'nathanielsf@yahoo.com', 'nathanielsf@yahoo.com', 'nathanielsf@yahoo.com', 'tpmaintenance02@hotmail.com', 'csanandlavingia@gmail.com', '49@yahoo.com', '91@gmail.com']",[]
500 Falcons,https://mena.500.co/,,,VC,"['vspublishershyd@gmail.com', 'badydaniel@aol.com', 'Jolchoro@mail.ru']",[]
574 Invest by SNCF,https://574invest.com,France,France,Corporate VC,[],[]
808 Ventures,https://www.808ventures.vc,Australia,Australia,VC,"['rtsung.mauicounty@gmail.com', 'tarjomehpaper@yahoo.com']",[]
1337 Ventures,https://1337.ventures/,"C-19-08, KL Trillion, 50400, Kuala Lumpur, Malaysia ","Malaysia,Vietnam,Philippines,Thailand",VC,[],['2525271337']
1517 Fund,https://www.1517fund.com/,USA,USA,VC,['bcaceu@gmail.com'],['2525271517']
1776 Ventures,https://www.1776.ventures/,,USA,Other,['pinzhimuye@yahoo.com.cn'],['2525271776']
1863 Ventures,https://1863ventures.net/,,,"Incubator, Accelerator",[],['2525271863']
1955 Capital,http://1955.capital/,,,VC,[],['2525271955']
1984.vc,http://1984.vc/,,USA,VC,[],['2525271984']
2048 Ventures,https://www.2048.vc/,"New York, NY 10001, USA","USA,Canada",VC,"['bmayerson74@gmail.com', 'mannypires@gmail.com']",['2525272048']
2150,https://www.2150.vc/,"London, UK","UK,USA,Denmark,Finland,Germany,France,Sweden,Spain",VC,"['andrewzommers@gmail.com', 'andrewzommers@gmail.com', 'simplySkinLaserMedispa@gmail.com', 'qmlsp2150@gmail.com', 'qmlsp2150@gmail.com', 'smallcakes901@gmail.com']","['9203233751', '9203233751', '2525272150']"
4490 Ventures,http://4490.ventures/,,,VC,"['evaughn@ccrpcvt.org', 'iscckuwait@gmail.com']",['2525274490']
A Capital,https://acapital.com/,,,VC,"['b.ross06@gmail.com', 'nycandre@Gmail.com', 'kari.sharp@gmail.com']",[]
A Plus Finance,https://www.aplusfinance.com/activite,"8 Rue Bellini, 75016 Paris",France,VC,"['Analytics_portfolio@2x.jpg', 'Community_insights@2x.jpg', 'investment_idea@2x.jpg', 'Company_insights@2x.jpg', 'hero-1-small@2x.jpg', 'Enhanced_charting@2x.jpg']",[]
A-6684 Capital,https://www.a6684capital.com/,,,VC,"['Ch8ind@hotmail.com', 'rolandogadalamaria@gmail.com']",[]
A-Force Ventures,https://www.aforceventures.com/,,,VC,[],[]
A-Venture,https://a-venture.eu/en/,33 avenue Foch 75116 Paris,"France,Luxembourg,Germany",VC,"['Jordan.Cooper@gmail.com', 'LauraLorek@gmail.com', 'paulbyromenquiries@gmail.com', 'xyz@gmail.com']",[]
A2B Ventures,http://www.a2bventures.com,"New York, New York, United States",USA,Family office,['seanfenlon@gmail.com'],"['0001193125', '0001193125']"
AAF Group,http://www.aquagrofund.com/,,,VC,"['mobilebayaaf@gmail.com', 'eliseschwarz@gmail.com', 'allybalcerzak@gmail.com']",[]
AB Private Credit Investors,https://www.alliancebernstein.com/sites/alternatives/investments/us/private-credit-investors/home.htm,"Austin, Texas, United States",USA,Corporate VC,"['d@hotmail.com', 'i@gmail.com', 'coulson.j.gannaway@gmail.com']",[]
Abac Capital,http://www.abaccapital.com/en/,,UK,VC,"['akramer@abac.edu', 'suna.sariscak@maryland.gov', 'parat@gmail.coml', 'nimid.ang@gmail.com', 'manodef@hotmail.com', 'abac@au.edu', 'seubsunk@yahoo.com', 'nightshift@hotmail.com', 'music@wpcr.plymouth.edu', 'wppj@hotmail.com', 'beazzly22@yahoo.com', 'wqhs730@dolphln.upenn.edu', 'babysealsclub@msn.com', 'philcbowler@hotmail.com', 'wprkfm@rollins.edu']",[]
ABB Technology Ventures,https://new.abb.com/about/technology/ventures,"Zürich, Zurich, Switzerland","Israel,USA,Canada,Switzerland",Corporate VC,"['r@gmail.com', 'm@hotmail.com', 'ranadive@gmail.com', 'ventaselectricidadpampa@gmail.com']",[]
Abbott Ventures,http://www.abbottventures.com,"Carthage, Illinois, United States",USA,Corporate VC,[],[]
AbbVie Biotech Ventures,https://www.abbvie.com/partnerships/abbvie-ventures.html,"North Chicago, Illinois, United States",USA,Corporate VC,[],[]
ABC Dream Ventures,http://adventures.co.jp,"Osaka, Osaka, Japan",Japan,Corporate VC,['pasttopresentemporium@gmail.com'],[]
Aberdare Ventures,http://aberdare.com/,,,VC,['doe@gmail.com'],[]
Abies Ventures,http://abies.vc/,Japan,"USA,Canada,Japan",VC,[],['1579818511']
Abingworth,https://www.abingworth.com,UK,"USA,UK",VC,[],[]
ABN AMRO Ventures,https://www.abnamro.com/en/about-abnamro/in-society/innovation/abnamro-ventures/index.html,"Amsterdam, Noord-Holland, The Netherlands",Netherlands,Corporate VC,[],[]
ABS Capital Partners,https://www.abscapital.com/,"Baltimore, Maryland, United States",USA,Other,"['n@gmail.com', 'n@gmail.com']",[]
ABS Ventures,http://www.absventures.com/,"Waltham, Massachusetts, United States",USA,Other,"['oilaragdevelopment@yahoo.com', 'aude.bonnet@ecocert.com', 'gerry_georgatos@yahoo.com.au', 'galuparetja@gmail.com.au']",['7882266700']
Abstract Ventures,https://www.abstractvc.com/,,,,"['ayesha_farooq@yahoo.com', 'zakiphd@gmail.com', 'azianyusuwan@gmail.com']",[]
Abstraction Capital,https://abstraction.vc,"9237 Ward Parkway, Kansas City, MO",USA,VC,[],[]
Acadiana Angels,http://acadianaangels.com/,,,Angel network,['ernienewman@hotmail.com'],[]
Accel Partners,https://www.accel.com/,"1 New Burlington Pl, Mayfair, London W1S 2HR, United Kingdom ","UK,USA,France,India",VC,[],[]
Accelerator Ventures,https://acceleratorventures.com/,,,VC,[],[]
Accelero Capital,https://www.accelerocapital.com/,,France,Other,[],[]
AccelHub Venture Partners,https://www.accelhub.co/,,,Angel network,"['o@yahoo.com', 'sofiacorcho@gmail.com']",[]
Accelmed,http://www.accelmed.co.il/,,,VC,"['first@accelmed.co.il', '53158@2x.png']",[]
Access Industries,http://www.accessindustries.com,"New York, New York, United States",USA,Corporate VC,"['access.industries@hotmail.com', 'access.industries@hotmail.com', 'bakwale@gmail.com', 'last@accessindustries.com', 'JSmith@accind.com', 'JSmith@accessindustries.com']",['9029000295']
Access Medical Ventures,http://www.accessmv.com/,,,VC,[],[]
Access Venture Partners,https://www.accessvp.com/,,,VC,[],[]
Access Ventures (HK),https://www.accessvc.co/,"Unit 2A, 2nd Floor, Beverly House, 93-107 Lockhart Road, Wan Chai, Hong Kong","Vietnam,Indonesia",Other,[],[]
Access Ventures (US),https://accessventures.org/,"Westminster, Colorado, United States",USA,Other,"['accesshlthventures@gmail.com', 'amaarnanabhai42@gmail.com', 'chall.techcrunch@gmail.com']",[]
Access2Net,https://www.access2net.com/,"36, rue du Mont Thabor - 75001 Paris",France,Other,[],[]
Accomplice,https://accomplice.co/,"Cambridge, Massachusetts, United States",USA,Other,['codeorangezoom@gmail.com'],[]
Accord Ventures,http://accordventures.co.jp/,,Japan,VC,"['davids2233@yahoo.com', 'cousindon50@clear.net', 'zzan659@gmail.com', 'zakiphd@gmail.com', 'azianyusuwan@gmail.com', 'zzan659@gmail.com', 'zakiphd@gmail.com', 'azianyusuwan@gmail.com']","['0000140339', '0000140339']"
ACE and Company,http://www.aceandcompany.com/,,,VC,['last@aceandcompany.com'],[]
Ace Management by Tikehau Capital,https://www.acemanagement.fr/,France,France,VC,[],[]
AceCap - Acequia Capital,https://acecap.com/,,USA,Other,[],['1758283314']
Achieve Partners,https://www.achievepartners.com/,,,Other,"['elgoff@gmail.com', 'tpmaintenance02@hotmail.com', '49@yahoo.com', '91@gmail.com', '91@gmail.com']",[]
ACME Capital,https://www.acme.vc/,USA,USA,VC,['sbouguerra@yahooinc.com'],[]
Acorn Capital,https://acorncapital.com.au,Australia,Australia,VC,['doe@gmail.com'],[]
Acquis Capital,http://www.acquiscapital.com/,"Boston, Massachusetts, United States",USA,Family office,[],[]
Acre Impact Capital,https://www.acre.capital/,,,Other,[],[]
Acre Venture Partners,http://acre.vc/,USA,USA,VC,"['n@gmail.com', 'iafteru@gmail.com', 'iafteru@gmail.com']","['0000140339', '0000140339']"
Acrew Capital,https://acrewcapital.com/,"3004 16th St, San Francisco, CA 94103, United States",USA,Other,['first@acrewcapital.com'],[]
Acronym Venture Capital,https://acronymvc.com/,"16590 Germaine Dr, Delray Beach, FL 33446","USA,Canada",VC,"['m@bc.edu', 'xxxx@gmail.com']",[]
Act One Ventures,https://www.actoneventures.com/,USA,USA,VC,['n@rmkr.com'],[]
Acta Technologies,https://actatechs.com/,Turkey,Turkey,VC,[],[]
Activant Capital Group,http://www.activantcapital.com,,,,"['i@gmail.com', 'stevesarracino@gmail.com']",[]
Activate Venture Partners,https://www.activatevp.com/,,,VC,[],[]
Active Capital,https://www.activecapital.com/,,,VC,"['tpmaintenance02@hotmail.com', '49@yahoo.com', '91@gmail.com']",[]
Active Capital Company,https://www.activecapitalcompany.com/,,Netherlands,PE fund,[],[]
Active Impact Investments,https://www.activeimpactinvestments.com/,"402-106 West 1st Street,  North Vancouver, BC  V7M 2E7, Canada","USA,Canada",VC,[],[]
Active Partners,https://active.partners/,,UK,VC,"['elgoff@gmail.com', 'letourneauelectric@yahoo.com', '49@yahoo.com']",[]
Active Venture Partners,http://www.active-vp.com/,,,VC,"['Jordan.Cooper@gmail.com', 'Jordan.Cooper@gmail.com']",['1635738380']
Acton Capital,https://actoncapital.com/,"Widenmayerstrasse 29, Munich, 80538, DE","Germany,UK,Sweden,Canada,France,Spain,USA",VC,['last@actoncapital.com'],[]
Acuitas Investments,https://acuitasinvestments.com/,"Seattle, Washington, United States",USA,Family office,[],[]
AddVenture,https://addventure.vc/,,,VC,[],[]
AddVentures by SCG,https://www.addventures.co.th/,"Bangkok, Krung Thep, Thailand",Thailand,Corporate VC,"['ajustanford@gmail.com', 'anjupatwardhan@creditease.cn', 'jane.doe@siamcitycement.com']",['1584350666']
ADV Accelerated Digital Ventures,https://accelerated.ventures/,UK,UK,VC,[],"['0001607062', '0001607062']"
Aflac Innovation Partners,https://aflacinnovationpartners.com/en/,,Japan,Corporate VC,[],[]
Afore Capital,https://afore.vc,"237 Kearny St, Ste 9225, San Francisco, CA 94108, United States","USA,Canada",VC,['jane@afore.vc'],[]
Agate Medical Investments,http://www.agate-invest.com/,,,VC,['angelpct@gmail.com'],[]
Advancit Capital,http://www.advancitcapital.com/,"Norwood, Massachusetts, United States",USA,Other,[],"['0001615774', '0001615774', '0001615774']"
Advent Venture Partners,https://www.adventventures.com/,,"UK,USA,France",VC,['Jordan.Cooper@gmail.com'],[]
AG Capital,http://www.nf-partners.co.jp/,,Japan,Corporate VC,[],[]
Aglae Ventures by Groupe Arnault,http://aglaeventures.com/,"22 Avenue Montaigne, Paris, Île-de-France 75008, France","France,USA,Israel,Canada",Corporate VC,[],[]
Aglaia Oncology Fund,https://aglaia-oncology.com/,,Netherlands,VC,[],[]
Agoranov,https://www.agoranov.com/,,France,Other,[],[]
AgriTech Hubs,http://agritechhub.com/,Poland,Poland,VC,"['chaudharysapu@gmail.com', 'toaabhay@gmail.com']",[]
Agroecology Capital,http://agroecologycapital.com/,,,VC,"['tpmaintenance02@hotmail.com', '49@yahoo.com', '91@gmail.com']","['1676150448', '1594712517', '1588978447', '1671590809']"
AgTech Innovation Partners,http://www.agtechinnovation.com/,,,,[],[]
Ahren Innovation Capital,http://www.ahreninnovationcapital.com/,UK,"USA,UK",VC,"['84@2x.png', '84@2x.png']",[]
AI Seed Fund,https://aiseed.vc/,UK,UK,VC,[],[]
AI8 Ventures,https://www.ai8ventures.com/,,,,['interagencyeast@yahoo.com'],"['0001014897', '0001014897', '0001104659', '0001104659']"
AiiM Partners,https://www.aiimpartners.com/,,,Other,"['Jangrich1@yahoo.com', 'jangrich1@yahoo.com', 'Finestrealtor@hotmail.com']",[]
Air Street Capital,https://www.airstreet.com/,UK,"USA,UK",VC,"['absolutedrywallinc@yahoo.com', 'wintergreenservices@gmail.com']",[]
Airbridge Equity Partners,https://airbridge.nl/,"Amstelplein 48, Amsterdam, Noord-Holland 1096BE, The Netherlands",Netherlands,VC,"['Petersrpeters@advanstar.com', 'ashanley@advanstar.com']",[]
Airbus Ventures,https://airbusventures.vc/,"Blagnac, Midi-Pyrenees, France","Israel,USA,Canada,France",Corporate VC,"['first@airbusvc.com', 'david.jouarisse@gmail.com']",[]
Ajinomoto,https://www.ajinomoto.com/?scid=pr_ot_pc_cojphead_global,,Japan,Corporate VC,"['chie_furuta@ajinomoto.com', 'chie.furuta@gmail.com', 'hitoshi_murakami@ajinomoto.com', 'makoto_bannai@ajinomoto.com', 'herve.nordmann@asg.ajinomoto.com', 'yasushi_noguchi@ajinomoto.com']","['1627359335', '9629549864', '9843620165']"
Akatsuki,https://en.aktsk.jp/,,Japan,Corporate VC,[],[]
Alaya Capital Partners,https://alaya-capital.com/,,,,"['claudiobarahonaj@gmail.com', 'msanguila@gmail.com', 'carmelita_hansel@yahoo.com']",[]
Albion Capital,https://www.albion.capital/,,,VC,"['mail@whrh.orE', 'dave@whss.org', 'music.director@wixq.com', 'wecbmusic@hotmail.com', 'abigailalbright@gmail.com']",[]
Album VC,https://www.album.vc/,,,VC,"['chrwmp@uwo.ca', 'cjlo@hotmail.com']",[]
Alchemy Ventures,http://www.alchemventures.com.au,Australia,Australia,VC,[],[]
ALIVE Israel Healthtech Fund,http://www.alivevc.com/,,,VC,[],[]
Alliance of Angels,http://www.allianceofangels.com/,,,Angel network,['western-wa-alliance@braverangels.org'],[]
Alliance Venture,https://allianceventure.com/,Parkveien 41B N-0258 Oslo Norway,"Norway,USA",Other,['muhddansista@yahoo.com'],['0540012022']
Alloy Ventures,http://www.alloyventures.com/,"Palo Alto, California, United States",USA,VC,[],['1631217637']
Ally Bridge Group,http://www.ally-bridge.com/,,Hong Kong,VC,"['last@ally-bridge.com', 'nicholasfiore@gmail.com', 'agirlnamedally@gmail.com']",['2167952121']
Almanac Investments,https://www.almanacinsights.com/,,,,['tubecitytiger@gmail.com'],[]
Almaz Capital,https://www.almazcapital.com/,USA,USA,VC,[],[]
Almi Invest,https://www.almi.se/en/in-english/,"Stockholm, Sweden",Sweden,VC,[],"['1530007485', '1557477238']"
Alstin Capital,https://www.alstincapital.de/,"Maximilianstr. 34, 80539 München","Austria,Belgium,Denmark,Estonia,Czech Republic,Finland,France,Germany,Greece,Iceland,Ireland,Italy,Latvia,Liechtenstein,Luxembourg,Lithuania,Netherlands,Norway,Poland,Portugal,Spain,Switzerland,Ukraine,Israel,UK,Romania,Hungary,Slovakia,Serbia",VC,[],[]
Ambassadors Impact Angels,http://www.ambassadorsimpact.com/,,,Angel network,[],['1490632715']
Amberstone Ventures,https://amberstonelp.com/,,,VC,[],[]
Amdocs Ventures,https://www.amdocs.com/ventures,,,VC,[],['5078780315']
Amelia Investments & Holdings,http://www.ameliainvestments.com/,,,VC,"['amelia.e.yates@gmail.com', 'makeshen.invest@gmail.com']",[]
American Express Ventures,http://www.amexventures.com,"Palo Alto, California, United States",USA,Corporate VC,[],[]
Amicus Capital (CA),https://www.amicuscapital.com/,"San Francisco, California, United States",USA,Other,['glong0607@gmail.com'],[]
Adams Capital Management,https://www.acm.com/,"Sewickley, Pennsylvania, United States",USA,Other,[],[]
Adams Street Partners,https://www.adamsstreetpartners.com/,,,VC,[],[]
AddVenture,https://addventure.vc/,,,VC,[],[]
AddVentures by SCG,https://www.addventures.co.th/,"Bangkok, Krung Thep, Thailand",Thailand,Corporate VC,[],[]
Adip VC,https://www.adipvc.com/,,,VC,[],[]
Adit Ventures,https://aditventures.vc/,"New York, New York, United States",USA,Family office,[],[]
Adjuvant Capital,https://adjuvantcapital.com/,,,Other,[],[]
Admitad Invest,https://admitadinvest.com,"Moscow, Moscow City, Russian Federation",Russia,Corporate VC,[],[]
ADP Invest,https://www.parisaeroport.fr/en/group/group-strategy/our-strategy/innovation/invest,,France,Corporate VC,[],[]
ADV Accelerated Digital Ventures,https://accelerated.ventures/,UK,UK,VC,[],[]
Advancit Capital,http://www.advancitcapital.com/,"Norwood, Massachusetts, United States",USA,Other,[],[]
Advantage Capital,http://www.advantagecap.com/,"New Orleans, Louisiana, United States",USA,VC,[],[]
Advisors.fund,https://www.advisors.fund/,,,VC,[],[]
Aegis Venture Funds,https://www.aegiscapcorp.com/,,,,[],[]
Aescuvest,https://www.aescuvest.eu/,"Hanauer Landstraße 328, 60314 Frankfurt am Main, Germany","Germany,Israel,Austria,Belgium,Bulgaria,Croatia,Czech Republic,Denmark,Sweden,Finland,France,Greece,Hungary,Ireland,Norway,Spain,Portugal,Ukraine,UK,Switzerland",VC,[],[]
Aflac Innovation Partners,https://aflacinnovationpartners.com/en/,,Japan,Corporate VC,[],[]
AfterDox,http://www.afterdox.com/,,,Angel network,[],[]
AG Capital,http://www.nf-partners.co.jp/,,Japan,Corporate VC,[],[]
Agate Medical Investments,http://www.agate-invest.com/,,,VC,[],[]
Agent Capital,https://www.agentcapital.com/,,,VC,[],[]
Aggie Angels,http://aggieangelnetwork.com/,,,Angel network,[],[]
Agoranov,https://www.agoranov.com/,,France,Other,[],[]
AgriTech Hubs,http://agritechhub.com/,Poland,Poland,VC,[],[]
Agroecology Capital,http://agroecologycapital.com/,,,VC,[],[]
Agronomics,https://agronomics.im/,UK,UK,VC,[],[]
AgTech Innovation Partners,http://www.agtechinnovation.com/,,,,[],[]
AI Seed Fund,https://aiseed.vc/,UK,UK,VC,[],[]
AI2 Allen Institute for Artificial Intelligence Incubator,https://www.ai2incubator.com/,,,"Incubator, Accelerator",[],[]
AI8 Ventures,https://www.ai8ventures.com/,,,,[],[]
Air Liquide Venture Capital ALIAD,https://www.airliquide.com/fr/groupe/aliad-venture-capital,France,"USA,France",Corporate VC,[],[]
Air Street Capital,https://www.airstreet.com/,UK,"USA,UK",VC,[],[]
Airbus Ventures,https://airbusventures.vc/,"Blagnac, Midi-Pyrenees, France","Israel,USA,Canada,France",Corporate VC,[],[]
Akatsuki,https://en.aktsk.jp/,,Japan,Corporate VC,[],[]
Akkadian Ventures,https://www.akkadianventures.com/,,,VC,[],[]
Alante Capital,https://www.alantecapital.com/,,,,[],[]
Albion Capital,https://www.albion.capital/,,,VC,[],[]
Alchemist Accelerator,http://www.alchemistaccelerator.com/,,,VC,[],[]
Alchemy Ventures,http://www.alchemventures.com.au,Australia,Australia,VC,[],[]
Aletra Capital Partners,https://aletracapitalpartners.com/,"Leemzeulder 14, 1251 AP Laren, Netherlands","Singapore,Netherlands,Canada,USA",VC,[],[]
Alexandria Venture,https://www.are.com/venture-investments.html,"San Francisco, California, United States","Israel,USA,Canada",Corporate VC,[],[]
Algebra Ventures,https://algebraventures.com/,Egypt,Egypt,VC,[],[]
Alibaba Capital Partners,https://www.alibabacapital.com/project/index.htm,"Hangzhou, Zhejiang, China",China,Corporate VC,[],[]
Alinda Capital Partners,http://www.alinda.com,"Greenwich, Connecticut, United States",USA,Family office,[],[]
ALIVE Acumen Latam Impact Ventures,https://alive-ventures.com/,,,Other,[],[]
ALIVE Israel Healthtech Fund,http://www.alivevc.com/,,,VC,[],[]
All Blue Capital,https://www.allbluecapital.com/,"Shepherd Market, London, Mayfair W1J7JY, GB","Canada,USA,UK,Ireland,Japan,China",VC,[],[]
Allectus Capital,https://www.allectuscapital.limited/,"7-19 Bridge St, Sydney, NSW 2000, Australia","Australia,UK",VC,[],[]
Alliance Entreprendre,https://www.allianceentreprendre.com/en/,,France,VC,[],[]
Alliance of Texas Angel Networks,http://www.allianceoftexasangelnetworks.com/,,,Angel network,[],[]
Alliance Venture,https://allianceventure.com/,Parkveien 41B N-0258 Oslo Norway,"Norway,USA",Other,[],[]
Alliance Ventures,https://www.alliance-2022.com/ventures/,"Amsterdam, Noord-Holland, The Netherlands","USA,Israel,Canada,Netherlands,France",Corporate VC,[],[]
