person_id,person_name,firm_name
723,Rick Wittenbraker,
168509,Riyaz Maknojia,Modi Ventures
101392,Rob Adams,Alumni Ventures Group
121516,Robert Fabbio,Capital Factory
29290,Robert F. Smith,Vista Equity Partners
124793,Robert Irving,Aggie Angel Network
106254,Robert Whitby-Smith,Albion VC
92218,Robert Witoff,
101935,Rob Tucci,Texas Halo Fund
127872,Rodolfo Elias Dieck,Proeza Ventures
94622,Rogelio De Los Santos,Dalus Capital
6669,Roger Chen,Silverton Partners
103317,Roland Hicks,SpaceFund
100346,Roni Meintjes,Bios Partners
107435,Ron Kravit,Tracker Capital
121380,Ross Buhrdorf,Capital Factory
3466,Russell Fleischer,Battery Ventures
121382,Russell Hinds,Capital Factory
140990,Ryan Clark,1k(x)
133063,Ryan Emmick,Fundamental Labs
129913,Ryan Gurney,Montrose Lane
104085,Ryan Owen,Chevron Technology Ventures
147630,Ryan Roddy,Seaside Ventures
105943,Ryan Springer,Midnight Venture Partners
108641,Ryan Tedder,
109081,Sahin Boydas,
146371,Sahir Ali,Modi Ventures
105466,Salen Churi,Trust Ventures
129774,Samantha Lewis,Mercury Fund
108551,Sam Goodner,
99390,Samina Farid,Golden Seeds
121494,Samir Rahi,Capital Factory
137774,Samuel Frith,Brand Foundry Ventures
130500,Samuel Garcia,Amplo
3496,Sanjiv Kalevar,Openview Venture Partners
25638,Sara Brand,True Wealth Ventures
117137,Sarah Morgan,S3 Ventures
127826,Scott Adams,Golden Section Ventures
127558,Scott Miller,Next Coast Ventures
4787,Scott Sutherland,
89155,Sean Doolan,Virtue
90500,Sebastian Park,BITKRAFT Ventures
104297,Sergey Kochnev,VU Venture Partners
75785,Shivam Satija,Dallas Venture Capital
14992,Simon Wu,Cathay Innovation
115204,Sloane Child,Elsewhere Partners
45909,Soleio ​,Combine
529,Songhua Hu,
101018,Stella Robertson,Bios Partners
129847,Stephanie Campbell,The Artemis Fund
117136,Stephen Banks,S3 Ventures
108371,Stephen Garden,
4664,Stephen Gray,DreamIt Ventures
2177,Steve Abbott,Sapphire Ventures
100348,Steven Hood,Bios Partners
106461,Steve Schaffer,NextGen Venture Partners
87192,Steve Smail,
104099,Stuart Coleman,Chevron Technology Ventures
2211,Sunil Dhaliwal,Amplify Partners
127609,Susanne Bowen,True Wealth Ventures
78810,Tamara Steffens,Thomson Reuters Ventures
18113,Tarik Abbas,Saola Ventures
127551,Tatiana Gaspar,Next Coast Ventures
129771,Taylor Anne Adams,Mercury Fund
34660,Taylor Mason,GoPoint Ventures
88792,Ted Moskovitz,
19291,Thiago Olson,EVE Atlas
127447,Thomas Ball,Next Coast Ventures
104093,Thomas Bunting,Chevron Technology Ventures
128712,Thomas Manderbach,BASF Venture Capital
130498,Tianming Xie,Amplo
117179,Timothy Marx,Baird Capital
100394,Tim Van Treuren,Bios Partners
129922,Tina Dai,Silverton Partners
104696,TJ Dembinski,Drive Capital
67596,Todd Jackson,First Round Capital
115645,Todd Krumholz,Liquid 2 Ventures
107427,Tom Hawes,Sandbox Industries
20309,Tom Lopez,Aspen Vista Capital
100452,Travis Whitfill,Bios Partners
174399,Tsung Xu,Climate Capital
31186,Tushar Jain,Multicoin Capital
78165,Ty Findley,Ironspring Ventures
109217,Vadim Balashov,Viaduct Ventures
75994,Venu Shamapant,LiveOak Venture Partners
25594,Victor Koosh,
104546,Vik Chawla,Fifth Wall
11795,Vik Thapar,
110660,Vincent Cicciarelli,LPC Ventures
137775,Wesley Gottesman,Brand Foundry Ventures
111362,Will Dowell,Stand Together Chamber of Commerce
99811,Will Hooks,Santé Ventures
68548,William Barnes,Moving Capital
109238,William Boebel,
120748,William Hurley (whurley),Ecliptic Capital
127818,Will McCallum,Golden Section Ventures
111425,Will Mitchell,Pioneer Fund
105367,Will Young,Trust Ventures
88385,Zac Forbes,Force Middle East Bioventures
3519,Zach Ware,Trust Ventures
146308,Zack Green,Evergreen VC
79853,Zaharo Tsekouras,New Age Ventures
99083,Zain Rizavi,Ridge Ventures (Formerly known as IDG Ventures USA)
109353,Zane Lackey,Andreessen Horowitz
112771,Zina Bash,True Ventures
64047,Zoe  Schlag,Techstars Impact Fund
17706,Seth Bannon,Fifty Years
26301,Omri Amirav Drory,NFX
27150,Gita Reinitz,NFX
5230,Angela Tran,Version One Ventures
74087,Po Bronson,SOSV
74164,Shahram Seyedin-Noor,Civilization Ventures
4915,Harsh Patel,Wireframe Ventures
40010,Beth Turner,SV Angel
716,Sean O'Sullivan,SOSV
5343,Ian Rountree,Cantos Ventures
7167,Brian Frank,FTW Ventures
2312,Hunter Walk,Homebrew
4205,Brian Dixon,Kapor Capital
18694,Parikshit Sharma,SOSV
24001,Alex Kopelyan,SOSV
12449,Alex Davidov,Abstract Ventures
78823,Paul Grossinger,Gaingels
69922,Sara Choi,Wing Venture Capital
78891,Surbhi Sarna,Y Combinator
6783,Guy Katsovich,Fusion VC
101910,Mohan S. Iyer,SOSV
121617,Joshua Ross,Bain Capital
121646,Gauthier Reymondier,Bain Capital
69769,Jennifer Wolf,Initialized Capital
91956,Ronald Conway Sr.,SV Angel
122707,Chris Gordon,Bain Capital
121644,Peter Riehl,Bain Capital
121640,Joseph Robbins,Bain Capital
169704,AJ Okereke,Insight Partners
121565,Jacquelin Salon,Bain Capital
121569,Youssef Salha,Bain Capital
121570,Jeremie Saiman,Bain Capital
121572,Rami Said,Bain Capital
121574,Mark Saadine,Bain Capital
122604,Daniel Fernandez,Bain Capital
121882,Valentin Fernandez,Bain Capital
121732,Hannah Parker,Bain Capital
121715,Sam Payne,Bain Capital
121703,Jonathon Penn,Bain Capital
13428,Ben Patterson,Elementum Ventures
121700,Jared Perry,Bain Capital
121699,Justin Pierce,Bain Capital
121698,Cristy Placer,Bain Capital
121695,Josh Plavner,Bain Capital
121692,Fatima Porras Olalla,Bain Capital
121690,Ethan Portnoy,Bain Capital
121686,Shannon Poulos,Bain Capital
121684,Ben Prawdzik,Bain Capital
121657,Marc Pulde,Bain Capital
121656,Chen Qian,Bain Capital
121653,Larissa Quinn,Bain Capital
121649,Matteo Ranzato,Bain Capital
121647,Tiffany Rech,Bain Capital
121641,Steve Rizoli,Bain Capital
12366,Alan Chan,Vectr Ventures
30599,Alex Luce,Creative Ventures
25056,James Murphy,Proton Enterprises
13495,Simone Syed,Velorum Capital
18006,James C. Murray,ExSight Capital Management
85355,Eric Brook,Prithvi Ventures
148929,Alexander Hall-Daniels,IndieBio
27492,shaun Arora,MiLA Capital
39248,Marie Rocha,Realist Ventures
36691,Alon Hillel-Tuch,Stacked Capital
48887,Joe Wilson,Undeterred Capital
47879,Garrett Gilbertson,Startup Mavericks
121694,Matt Popoli,Bain Capital
121564,Linas Samuolis,Bain Capital
78831,Neda Amidi,Plug & Play Ventures
78092,Matt Scott,Alumni Ventures Group
121575,Ali Rundlett,Bain Capital
121730,Sandro Patti,Bain Capital
3784,Jennifer Fonstad,Owl Capital
17901,Fred Cohen,Angel to Exit
4521,Ramtin Naimi,Abstract Ventures
52318,Sarah Cone,Social Impact Capital
377,Kevin Dick,Right Side Capital Management
53814,Robin J. Williams,The Fielding Group
585,Peter Secor,Three Bridges
166742,Sid Shenai,Madrona Ventures
58551,Laurie Menoud,At One Ventures
29258,Jessica Archibald,Top Tier Capital Partners
3312,David Berry,Flagship Ventures
2242,Michael Jin,Foothill Ventures (formerly Tsingyuan Ventures)
67778,Arye Lipman,MarsBio
98587,Claudio Barahona Jacobs,Alaya Capital
26016,Dave Lambert,Right Side Capital Management
98157,Matias Serebrinsky,PsyMed Ventures
68494,Tom Denison,SmartHealth Catalyzer
82727,Luke Byrne,Pebblebed
66739,Check Warner,Ada Ventures
111225,Ashley Aydin,Vamos Ventures
28940,Denmark West,Connectivity Capital Partners
748,Joseph Melohn,Expansion Venture Capital
4555,Todd Schwarzinger,Refinery Ventures
306,Julia Popowitz,Broadway Angels
101915,Lindsay Atkenson,SOSV
122612,Pauline Gabrieli,Bain Capital
171976,Alex Prather,Lowercarbon Capital
166739,Joseph Horsman,Madrona Ventures
101746,Aaron Jacobson,Alexandria Venture Investments
61364,Yeor Asor,Asor capital
187747,Sandra Pérez Baos,2048 Ventures
111393,Alex Salazar,NeoTribe Ventures
115763,Kevin (Penghui) Chen,BioTrack Capital
3317,Ignacio Martinez,Flagship Ventures
3315,Simba Gill,Flagship Ventures
24879,Miri Polachek,quadraScope Venture Fund
97596,Lorenzo Franchini,CDP Venture Capital
114955,Steven MacDonald,Florida Funders
90442,Gina Marrone,Hive Hatch
103611,Pablo Lubroth,Hummingbird Ventures
99530,Damien Soghoian,Foresite Capital
4584,Jonathan Root,U.S. Venture Partners (USVP)
4547,Kristen Kosofsky,Hercules Capital
4543,Paul Gibson,Hercules Capital
4539,Janice Bourque,Hercules Capital
4535,Tim Barnes,Hercules Capital
123172,Mike Velings,Aqua Spark
3945,Ansbert Gadicke,MPM Capital
3943,Todd Foley,MPM Capital
3941,Luke Evnin,MPM Capital
3937,Christiana Bardon,MPM Capital
123173,Amy Novogratz,Aqua Spark
123277,Masahiro Sameshima,ANRI
123402,Elizabeth Douville,Amorchem
123405,Inès Holzbaur,Amorchem
124576,William Szczepaniak,UCeed Funds
124877,Joyce Erony,Amzak Health Investors
125197,Leon Chen,6 Dimensions Capital
293,Chris Kowalczyk,HardGamma Ventures
125209,Leyi Wang,6 Dimensions Capital
125348,Alicia Yin,6 Dimensions Capital
126198,Sakae Asanuma,Taiho Ventures
126371,Eyal S Ron,SenseAI Ventures
111668,Alex Tellez,Ocean Azul Partners
128927,Dean Estrada,Skyview Capital
121056,Chris Nave,Brandon Capital Partners
128932,Naeem Arastu,Skyview Capital
120732,Stephen Thompson,Brandon Capital Partners
128934,Jeff White,Skyview Capital
130519,Andrew Nicholson,GOOSE Capital
131013,Robert Walsh,QVentures
44432,Carter Williams,iSelect Fund
109609,Daniel Tarockoff,Vine Ventures (vine.vc)
118113,Paul Lim,SBI Ven Capital
139508,Victor Pascucci III,Energy Capital Ventures
139515,Heath Lukatch,Red Tree Venture Capital
142112,David Blivin,Cottonwood Technology Fund
122992,Howard Liu,Argonautic Ventures
28373,Meghan Sharp,BP Ventures
5964,Eran Bielski,Entrée Capital Ventures
4585,Casey Tansey,U.S. Venture Partners (USVP)
143306,Lucian Wagner,Privilège Ventures
116704,Kazunori Maruyama,Astellas Venture Management
143308,Mershad Javan,Privilège Ventures
116693,Alice Lin Pomponio,BrightEdge
143305,Jacqueline Ruedin Rüsch,Privilège Ventures
143764,Jaime Zunzunegui,Nazca Ventures
143765,Hector Sepulveda,Nazca Ventures
83035,Cristina Escoda,Tachyon Ventures
143768,Max Grekin,Nazca Ventures
143770,Arturo Ivan C.,Nazca Ventures
143822,Ricardo Salomão,Green Rock
145843,SERHAT CICEKOGLU,Sente Ventures
116041,Ralph Beckers,Amathaon Capital
146117,John Kwaak,Zero Infinity Partners
115934,Debora Dumont,Bioqube Ventures
115930,Nico Vandervelpen,Bioqube Ventures
115769,Dirk Reyn,Bioqube Ventures
147455,Valentin Filip,Fortech Investments
169148,Hila Karah,Pitango Venture Capital
147687,Hillary Talbot,être Venture Capital
102929,Scott Beardsley,Novo Ventures
105794,Jessica Karr,Coyote Ventures
115401,Michael BRAUN,415 CAPITAL
111215,Alex Day,"Sheltowee Venture Fund II, LP"
105894,Robert Thong,Selvedge Venture
113785,Lukasz Garbowski,Btomorrow Ventures
100924,Marc Singer,Osage University Partners
106759,Robin Lauber,Korify Capital
100863,Chas Pulido,Alix Ventures
113013,Lan Jiang,Lux Capital Management
100840,Bill Harrington,Osage University Partners
112979,Aaron Zucker,Sapir Venture Partners
111689,Peter Donnelly,Accelerate New York Seed Fund
100716,Geeta Vemuri,Agent Capital
157428,Christoph Broja,EQT Life Sciences
164368,Gil Horsky,FLORA Ventures
168859,Lior Shahory,Peregrine Ventures
108288,Costa Yiannoulis,Synthesis Capital
168854,Eyal Lifschitz,Peregrine Ventures
108532,Jim Mao,Citta Capital
37212,Jack Pearson,Big Idea Ventures
117153,Hamood Al Fanna,Agronomics
88872,Mitra Miri,Osage University Partners
131604,Jeff Kleiner MD,
119159,Bradley Morgan,7BC Venture Capital
567,Carol Sands,The Angels' Forum
4462,David Topper,Frazier Healthcare Partners
71821,Terrance Orr,NextGen Venture Partners
77488,Alasdair Thong,Ada Ventures
83528,Eric Moessinger,NanoDimension
87506,Jacob Gitman,Athena Medical Group
88027,Sumner Anderson,Deerfield Management
93103,Nico Albanese,Ascension Ventures (UK)
95147,Cassio Spina,Altivia Ventures
95640,Alain Horvais,Kurma Partners
95683,Alex Hartz,Shine Capital
95785,Jean-François Rivassou,Kurma Partners
95787,Amine Marouf,Kurma Partners
95788,Hadrien Bouchez,Kurma Partners
99496,Fiona MacLaughlin,Johnson & Johnson Innovation
99497,Claire Leurent,Johnson & Johnson Innovation
99688,Gregory Harriman,BioAdvance
99932,Alexander Schubert,SciFounders
100519,Steve Paul,Third Rock Ventures
100707,Denis Patrick,Pfizer Venture Investments
100709,Nikola Trbovic,Pfizer Venture Investments
100710,Christopher O'Donnell,Pfizer Venture Investments
100711,Rana Al-Hallaq,Pfizer Venture Investments
100712,Michael Baran,Pfizer Venture Investments
100715,John Glasspool,Agent Capital
100893,George M. Church,Catalio Capital
100930,Anurag Agarwal,Osage University Partners
101024,Soumitra Sengupta,Elevate Ventures
101067,Ben Nahir,Elevate Ventures
101700,Laura Deming,The Longevity Fund
102656,Jason Foster,Hambro Perks
102808,Anna Fan,Novo Ventures
102811,Eric Snyder,Novo Ventures
102842,Jorge Becerril,Novo Ventures
102845,Karen Hong,Novo Ventures
102846,Kenneth Harrison,Novo Ventures
102848,Michael Bauer,Novo Ventures
102888,Naveed Siddiqi,Novo Ventures
102921,Peter Moldt,Novo Ventures
102924,Raymond Camahort,Novo Ventures
102980,Shawnalea Frazier,Novo Ventures
103045,Julie Curran,Techstart Ventures
103379,Jussi Sainiemi,Voima Ventures
103392,Kalle Öhman,Voima Ventures
105730,Simon Leicht,Possible Ventures
105747,Simon Betschel,Possible Ventures
105782,Dede Willis,Ventac Partners
105785,Randy Berholtz,Ventac Partners
105806,Melya Hughes Crameri,Ventac Partners
105866,Ferran Prat,Ventac Partners
106276,Wyatt Hinshaw,Bootstrap Venture Partners
107037,Irit Yaniv,Almeda Ventures
107041,Amir Blatt,Almeda Ventures
107090,Tzahi Sultan,Almeda Ventures
108286,Rosie Wardle,Synthesis Capital
109045,Andres Bluhm,Creator Fund
109214,Pippa Gawley,Zero Carbon Capital
109432,Jan Hardorp,re.Mind Capital
111222,Xavier Del Rosario,Vamos Ventures
111394,Rebecca Mitchem,NeoTribe Ventures
111395,Neeraj Hablani,NeoTribe Ventures
113056,George Tziralis,Marathon Venture Capital
113932,Jan Borgstädt,Join Capital
114194,Abel Ureta-Vidal,Nina Capital
115406,Dominik Naczynski,Boxer Capital
115585,Justus Klocke,Apollo Health Ventures
115758,Jingfei Zhang,BioTrack Capital
115765,Feng Tao,BioTrack Capital
115768,Jacques Mizrahi,Bioqube Ventures
115924,Tol Trimborn,Bioqube Ventures
115932,Roderick Verhelst,Bioqube Ventures
116827,Kathleen A. Merrigan,Astanor Ventures
117558,Manuel Grossmann,Amino Collective
119609,Lior Shalev,Takwin Ventures
120733,Melissa McBurnie,Brandon Capital Partners
121029,Christopher Smith,Brandon Capital Partners
121033,Jonathan Tobin,Brandon Capital Partners
121313,Luis Figueroa,Xperiment Ventures
121411,Julie Cherrington,Brandon Capital Partners
121557,Tom McCarthy,Brandon Capital Partners
121559,Katharine Giles,Brandon Capital Partners
121560,Robert Daniels,Brandon Capital Partners
121923,Roland Turck,Boro Capital
122998,Lucas Nivon,Argonautic Ventures
123271,Yusuke Miyazaki,ANRI
123275,Yuta Motoshima,ANRI
123404,Kevin McBribe,Amorchem
124053,Lennart Hergel,Ananda Impact Ventures
124480,Avi Goldberg,‎GreatPoint Ventures
124874,Scott Weiner,Amzak Health Investors
124876,David Siet,Amzak Health Investors
125191,Greg Verdine,6 Dimensions Capital
125194,Qin Xie,6 Dimensions Capital
125195,Rebecca Zhu,6 Dimensions Capital
125196,Erdong Hua,6 Dimensions Capital
125198,Hannes Smarason,6 Dimensions Capital
125200,Dong Wu,6 Dimensions Capital
125207,Norman Chen,6 Dimensions Capital
125342,Hongye Sun,6 Dimensions Capital
125349,Linping Zhang,6 Dimensions Capital
127265,Klaus Dugi,NanoDimension
127266,Alison Palmer,NanoDimension
127267,Aditya Rajagopal,NanoDimension
127268,Dani Bach,NanoDimension
128930,Tim Revelle,Skyview Capital
128936,Jeffrey Luft,Skyview Capital
128937,Manel Sweetmore,Skyview Capital
128938,Edward Zyszkowski,Skyview Capital
128939,Rod Stoddard,Skyview Capital
132749,Juan Pinilla,BlueYard Capital
132849,Peter Oriaifo,Oui Capital
137900,Ashita Gupta,Merak Ventures
139506,Jeffrey Yingling,Energy Capital Ventures
139513,Ray O’Connor,Energy Capital Ventures
139516,Krishna Polu,Red Tree Venture Capital
140299,Mike Kramer,Vensana Capital
142899,Pauliina Martikainen,Maki.vc
142900,Paavo Räisänen,Maki.vc
142903,Jaakko Lehtinen,Maki.vc
112142,Pamela Vagata,Pebblebed
143379,Sergio Ricardo Santos,DNA Capital
143380,Pedro Bueno,DNA Capital
143769,Germán Ahumada Lomelín,Nazca Ventures
145626,Doug Smith,Roo Partners
146180,Melody Kamrani,Empath Ventures
147356,Haitao Zhu,First Spark Ventures
147357,Peter Olcott,First Star Ventures
147358,Jennifer Wu,First Spark Ventures
147740,Tammie Siew,Pebblebed
147996,Chris Borella,Gordian Ventures
147997,Andrea Brener,Gordian Ventures
148000,Bryan Gutierrez,Gordian Ventures
147995,Lanny Sun,Gordian Ventures
151025,Isabela Mac,Crivo
155381,Ricky McMahon,Bioventure Partners
157434,Bruno Holthof,EQT Life Sciences
157436,Sonia Hallen,EQT Life Sciences
157437,Laurenz Govaerts,EQT Life Sciences
157495,Mark Wegter,EQT Life Sciences
157535,Clemens van Blitterswijk,EQT Life Sciences
159444,Anton Uvarov,Kosmos Ventures
159573,Camella Wilson,Northpond Ventures
164742,Samantha Tabone,Empath Ventures
167932,Lawrence Wu,Recharge Capital
168864,Tamir Tal,Peregrine Ventures
168866,David Eldar,Peregrine Ventures
168884,Oded Shoseyov,Jerusalem Venture Partners (JVP)
169151,Jonathan Glazer,Pitango Venture Capital
170305,Matteo La Naia,E62 Ventures
26814,Jack Kenney,SV Health Investors
102925,Ross Castillo,Novo Ventures
73304,Olamide Adeosun,
183,Joshua Schachter,
146118,Steven Antonson,Zero Infinity Partners
99933,Lucas Harrington,SciFounders
145168,Rafael Kenji F. Hamada,FHE Ventures (Feluma Ventures)
109241,Julia Jones,ALSA Ventures
115766,Jiacong Guo,BioTrack Capital
109239,Robert Balfour,ALSA Ventures
109236,Lorna Collings,ALSA Ventures
109233,Graeme R. Martin,ALSA Ventures
115928,Joris De Maeyer,Bioqube Ventures
109229,Alek Safarian,ALSA Ventures
109219,Alex Gawley,Zero Carbon Capital
109176,Max de Vere,re.Mind Capital
99934,Matt Krisiloff,SciFounders
157538,Arno de Wilde,EQT Life Sciences
116053,Justin Ederle,Ambria Capital
100862,Ron Shigeta,Alix Ventures
116510,Jate Samathivathanachai,Berkeley Angel Network
116532,Catherine Chiu,Berkeley Angel Network
116541,Benjamin Bayat,Berkeley Angel Network
116700,Satoshi Konagai,Astellas Venture Management
116702,Hikaru Saito,Astellas Venture Management
116706,Hiromichi Kimura,Astellas Venture Management
146182,Brom Rector,Empath Ventures
117152,Mark J.,Agronomics
107021,Florent Ducos,50 Partners Impact
117223,Oliver Burridge-Dean,Agronomics
107016,Jerome Masurel,50 Partners
117227,Anthony Chow,Agronomics
117257,Tadayoshi Hirata,Astellas Venture Management
146183,Aya Safieddine,Empath Ventures
117938,Dennis Joyce,Alliance of Angels
101458,Daniel Bradbury,BioBrit
146188,Sebastian A.,Empath Ventures
143774,Marcelo Pirotto,Ventiur Aceleradora
102612,Maria João Almeida,Portugal Ventures
102614,João Pereira,Portugal Ventures
102616,Joana Rocha,Portugal Ventures
104312,Nico Cuevas,VU Venture Partners
102617,Helena Taveira,Portugal Ventures
102619,Filomena Pastor,Portugal Ventures
103998,Caroline Gattner,Maki.vc
121039,Michael Bettess,Brandon Capital Partners
103818,Pontus Ottosson,Chalmers Ventures
121043,Bob Soh,Brandon Capital Partners
121047,Mara Macdonald,Brandon Capital Partners
121049,Ingmar Wahlqvist,Brandon Capital Partners
102624,Fernando Peres Ferreira,Portugal Ventures
121186,Goslik Schepers,Brandon Capital Partners
121189,Jess Gledhill,Brandon Capital Partners
121190,Duncan Mackintosh,Brandon Capital Partners
103231,Ryan Li,Deep Ventures
121202,Rana Ali,Brandon Capital Partners
103132,Adão Oliveira,Portugal Ventures
103130,Adelina Figueiredo,Portugal Ventures
121554,Nadine Brew,Brandon Capital Partners
102629,António Martinez,Portugal Ventures
102815,Heather Ludvigsen,Novo Ventures
102778,Karolina Zapadka,Parkwalk Advisors
102633,Afonso Granate Fernandes,Portugal Ventures
102630,Ana Lobo Xavier,Portugal Ventures
142897,Petra Koivuvaara,Maki.vc
139904,Su (Luna) Zhang,Energy Capital Ventures
185262,Nelli Morgulchik,Hummingbird Ventures
26245,Jun Axup,
135201,Andrea Mica,Oxford Technology Management
125180,Paul Palumbo,Acorn Capital
114095,Matt Shlosberg,Formic Ventures
145175,Humberto Weber,FHE Ventures (Feluma Ventures)
146114,Anagh Tiwary,Zero Infinity Partners
114597,NNAMDI NWACHUKWU,Oxford Angel Fund
146116,Alexander Demeulenaere,Zero Infinity Partners
145173,Eduardo Lobo,FHE Ventures (Feluma Ventures)
90244,Tony Kulesa,Petri
111391,Steven Bragonier,NeoTribe Ventures
145172,Jane Paulino,FHE Ventures (Feluma Ventures)
145171,Breno Gomes,FHE Ventures (Feluma Ventures)
145169,Gabrielle Vieira,FHE Ventures (Feluma Ventures)
149317,Sharat Nagaraj,Wolfpack Investor Network
125216,Leo Yan,6 Dimensions Capital
125213,Zhaomin Chen,6 Dimensions Capital
149316,David Whitley,Wolfpack Investor Network
149190,Erik Dixon,Wolfpack Investor Network
14345,Shunsuke Nakaji,ANRI
131095,Heather Hughes,Deepbridge Capital
131022,Katerina Kanteraki,Genesis VC
11428,Kut Akdogan,
130224,Slavo Tuleya,ZAKA Ventures
121856,Ira Wallace,Broad Street Angels
128933,Gerald (Jerry) Kinnick,Skyview Capital
149330,Mike Constantino,Wolfpack Investor Network
128929,Alex Soltani,Skyview Capital
167934,James Lin,Recharge Capital
149321,Lisa Andrew,Wolfpack Investor Network
126369,Hiroyuki Nagasawa,Taiho Ventures
123001,Rita Chiu,Argonautic Ventures
123003,Frank van Roest,Aqua Spark
123009,Chen Zhu,Aqua Spark
123010,Jan Slootweg,Aqua Spark
123015,Maria Velkova,Aqua Spark
123017,Josien Bakker,Aqua Spark
123166,John Mairlot,Aqua Spark
126368,Shinichi Hasako,Taiho Ventures
126210,Hidefumi Kasuga,Taiho Ventures
126207,Seiji Miyahara,Taiho Ventures
126202,Takaaki Ishii,Taiho Ventures
125867,Daniel Rasmussen,BASF Venture Capital
37168,Amar Singh,Wilbur-Ellis [Cavallo]
117252,Elisa Galván-Mondié,Aera VC
147992,Howard.D Hai,Gordian Ventures
167935,Joe Kang,Recharge Capital
102847,Matthias Vinther,Novo Ventures
128931,Don Swan,Skyview Capital
111228,Valeria Martinez,Vamos Ventures
125214,Hao Zhang,6 Dimensions Capital
139518,Samad Wahid,Red Tree Venture Capital
125212,Zi Ye,6 Dimensions Capital
121036,Katherine Jackman,Brandon Capital Partners
139511,Stefano Galiasso,Energy Capital Ventures
5180,Steve Weinstein,
106676,Alice Zhang,
112335,Paul Holliman,
115926,Alexander Demoulin,Bioqube Ventures
128873,Julien Brassart,REMUS Capital
115929,Clement Salque,Bioqube Ventures
85290,Omar Sebai,Valia Ventures
128928,Sean Karye,Skyview Capital
121925,Alexis Zamira Maciel,Unshackled Ventures
147457,Alexandru Chifu,Fortech Investments
108292,Shravan S.,Synthesis Capital
128935,Ralph Cassannello,Skyview Capital
93119,Ala Alenazi,Ascension Ventures (UK)
125006,Chris Greeno,Asahi Kasei Corporate Venture Capital
107091,Dean Dudkiewicz,Almeda Ventures
152330,Jan Davidek,Purple Ventures
107020,Victor Mora,50 Partners Impact
147999,Michael Malynn,Gordian Ventures
117225,James Bennett,Agronomics
102917,Nik Economopoulos,Novo Ventures
143310,Cesare Pezzini,Privilège Ventures
143045,Matthieu Dowling,Angel Ventures
143048,Alonso Cisneros,Angel Ventures
143050,Martín Soler,Angel Ventures
149187,Eric Canonge,Wolfpack Investor Network
143309,Alessandro Ragni,Privilège Ventures
102841,Joe Markson,Novo Ventures
95010,Audrey Handem,Speedinvest
149189,Malhar Shah,Wolfpack Investor Network
96046,Marion Pouillard,Kurma Partners
125210,Mo Zhao,6 Dimensions Capital
125346,Jessica Zhang,6 Dimensions Capital
111230,Maya Trujillo,Vamos Ventures
147739,Jose L Sampedro Mazon,Pebblebed
111071,Faiz Jalia,Pioneer Fund
115408,Alec Jones,Boxer Capital
127263,Gabriela Ecco,NanoDimension
99787,Armand Karpinski,Seventure Partners
109425,Joao Barbosa da Silva,re.Mind Capital
149326,Lelon Winstead,Wolfpack Investor Network
149329,Ken Purchase,Wolfpack Investor Network
109252,Katie Sunnucks,ALSA Ventures
119718,Maxine Smith,Atomico
34469,Tirto Adji,
121040,Helga Mikkelsen,Brandon Capital Partners
121057,Christina Kulis,Brandon Capital Partners
121195,Prashanth Rajan,Brandon Capital Partners
139504,Julie Greco,Energy Capital Ventures
139505,Katie Dabbar,Energy Capital Ventures
143766,Natalia Sánchez Vargas,Nazca Ventures
103384,Mikhail Ilinykh,Xploration Capital
139510,Mark Yingling,Energy Capital Ventures
157422,Kevin Hammon,EQT Life Sciences
121197,Melissa Byrne,Brandon Capital Partners
157425,Maximilian Moser,EQT Life Sciences
121200,Elliott Dunn,Brandon Capital Partners
161882,Jeppe Tranekær Nielsen,Look Up Ventures
157426,Philipp Bräuer,EQT Life Sciences
157427,Juliette Lee,EQT Life Sciences
132361,Stefany Sandoval,Vamos Ventures
147998,Jason Jiang,Gordian Ventures
100936,Margalit Haber,Osage University Partners
117234,Laura Turner,Agronomics
76557,Wenping Zhou,Connecticut Innovations
105895,Angelos Spiliopoulos,Selvedge Venture
75615,Michael Retchin,Petri
168867,Shiran Tehila Mashiah,Peregrine Ventures
143767,Laura Ruiz,Nazca Ventures
110886,Pam Garside,
535,Shrikant Lohokare,eCubed Ventures
41896,Andy Gonzalez,Ginkgo Bioworks
129829,Shaun Wootten,Sweater Ventures
129498,Jon Wu,Sweater Ventures
116529,Yi Y.,Berkeley Angel Network
5181,David Morris,
36904,Shao-Hua Nick Wu,
1587,Sten Tamkivi,
456,Ryan Spoon,
858,Joe Betts-LaCroix,
113417,Tejaswini (Wini) H.,
5171,Reinhard Ambros,
352,Todd Corenson,
106154,Peter Keen,
106868,Jonathan Cornelissen,
107997,Adrian Schauer,
108001,Aiaz Kazi,
108028,Andrea Vaccari,
108121,Howard Charney,
83257,Alina Tioupikova,
108422,David R. Walt,
108447,Timothy A. Springer,
108664,Tim Davis,
109423,Katy Perry,
109528,Dennis Aogo,
109898,Inigo Juantegui,
109935,Ian Hogarth,
109948,Hippolyte Genet,
110197,Tobias Reichmuth,
110340,Sven Fund,
110381,Rupert Loman,
110472,Sedat Eryilmaz,
110579,Yasin Sebastian Qureshi,
110830,Gilad Engel,
110851,Igor Macedo Montalvão,
110948,Tal Shapira,
110966,Yossi Ackerman,
111144,Bernard Majoie,
90313,Sravish Sridhar,
689,Alexander Gerko,
897,Jeff Kim,
1618,David Strong,
14959,Rainer Christine,
1285,Bijan Salehizadeh,
99736,André Harrell,
